entry,px1,py1,pz1,mass1,charge1,px2,py2,pz2,mass2,charge2,px3,py3,pz3,mass3,charge3,px4,py4,pz4,mass4,charge4,px5,py5,pz5,mass5,charge5,px6,py6,pz6,mass6,charge6,px7,py7,pz7,mass7,charge7,px8,py8,pz8,mass8,charge8,px9,py9,pz9,mass9,charge9,px10,py10,pz10,mass10,charge10
10,18.165,-26.531,32.007,0.138,1,-7.789,11.012,-13.982,0.139,1,-0.903,0.211,-0.342,0.14,-1,-0.85,0.991,-1.105,0.14,-1,0.162,0.699,-0.384,0.14,1,-0.314,-0.119,0.291,0.14,-1,-3.095,5.356,-6.814,0,0,-3.539,5.377,-7.247,0,0,-0.847,1.709,-1.401,0.001,0,0.749,0.424,-0.481,0,0
10,10.674,-3.431,-1.131,0.139,-1,-1.45,0.662,0.276,0.14,-1,-0.935,0.281,0.093,0.14,1,-0.578,0.233,0.058,0.14,-1,-34.645,10.379,4.183,0.138,1,13.725,-4.059,-2.134,0.005,0,3.963,-1.243,-0.551,0,0,1.614,-0.486,-0.16,0.018,0,-1.187,0.338,0.176,0,0,-0.939,0.331,0.099,0,0
10,-3.877,-5.293,1.767,0.14,1,5.447,7.628,-2.302,0.14,-1,8.052,10.525,-4.001,0.14,1,9.763,12.671,-4.11,0.14,-1,-5.15,-7.125,2.526,0.14,1,-0.398,-0.768,0.338,0.14,-1,1.856,2.371,-0.837,0,0,0.985,1.397,-0.46,0.001,0,-0.555,-0.877,0.219,0,0,-2.043,-1.659,0.714,0,0
10,-11.187,-7.258,-4.554,0.14,1,-7.631,-5.027,-3.365,0.14,-1,12.583,8.539,6.006,0.14,-1,-7.515,-4.776,-3.092,0.14,1,1.496,1.146,0.732,0.14,1,-0.717,-0.532,-0.4,0.14,-1,-1.654,-1.177,-0.962,0.14,1,4.1,2.718,1.507,0,0,2.715,1.716,1.419,0,0,4.507,3.06,1.821,0,0
10,26.823,6.624,6.966,0.14,-1,-10.015,-2.563,-2.66,0.14,1,5.531,1.214,1.707,0.14,1,6.019,1.919,1.39,0.14,-1,0.634,-0.081,-0.097,0.14,1,0.791,0.465,0.391,0.14,1,-9.029,-1.979,-3.061,0.14,-1,-5.541,-1.817,-1.312,0,0,-4.667,-0.566,-0.372,0.031,0,0.814,0.518,0.15,0,0
10,2.778,3.659,0.522,0.14,-1,1.47,1.036,0.212,0.14,1,12.364,14.525,2.192,0.14,-1,2.849,3.025,0.441,0.14,1,-4.447,-5.538,-1.069,0.14,1,-7.501,-8.135,-1.33,0,0,-2.293,-2.375,-0.453,0,0,0.655,0.874,0.501,0,0,15.491,19.703,2.415,0.975,0,-2.229,-1.606,-0.279,0.023,0
10,0.613,-9.112,-10.89,0.14,-1,-0.365,6.093,7.306,0.14,-1,0.411,-15.305,-18.815,0.139,1,-0.199,-2.267,-2.575,0.14,1,0.194,1.669,2.034,0.14,-1,-0.293,1.998,2.788,0.14,1,-0.082,0.602,0.786,0.014,0,-0.14,0.921,1.152,0,0,0.025,0.521,0.701,0,0,-0.241,-5.71,-7.928,0.867,0
10,-8.779,11.37,17.477,0.14,1,-1.881,2.86,3.689,0.14,1,-5.073,6.344,10.047,0.14,-1,8.624,-10.706,-17.316,0.14,-1,0.466,-0.704,-0.922,0.14,-1,0.82,-1.027,-1.445,0.14,1,0.78,-0.949,-1.491,0,0,0.43,-0.495,-0.786,0,0,0.2,-0.544,-0.643,0.013,0,-1.491,1.206,1.933,0,0
10,7.954,-2.17,-10.003,0.14,1,-5.81,1.421,7.934,0.14,-1,3.659,-1.273,-5.25,0.14,1,-2.112,0.63,3.253,0.14,1,7.523,-2.335,-10.682,0.14,-1,2.615,-0.941,-3.628,0,0,-0.922,0.206,1.294,0,0,-3.148,1.106,4.617,0.002,0,0.64,-0.123,-0.741,0,0,0.969,-0.118,-0.985,0,0
10,-3.693,12.501,-3.257,0.14,1,0.842,-3.335,0.547,0.14,-1,0.881,-4.028,0.822,0.14,-1,-0.438,1,-0.266,0.14,1,-1.156,4.434,-1.118,0.14,-1,1.498,-5.152,1.433,0.14,1,-1.213,3.859,-0.887,0,0,-0.556,2.352,-0.395,0.022,0,-0.675,2.782,-0.649,0,0,6.948,-22.797,4.908,0.01,0
10,0.049,0.165,0.163,0.14,-1,0.598,3.869,3.794,0.14,-1,-0.556,-2.088,-1.939,0.14,-1,-0.054,-0.254,-0.275,0.14,-1,0.137,-0.549,-0.787,0.14,1,1.074,4.676,4.343,0.14,-1,0.642,2.992,2.542,0,0,2.355,11.421,10.105,0.005,0,-5.005,-23.66,-22.816,0,0,-0.168,-0.509,-0.802,0,0
10,18.317,18.446,-10.717,0.139,-1,5.201,3.974,-1.969,0.14,1,-1.218,-0.93,0.465,0.14,-1,-4.88,-4.738,2.035,0.14,-1,-2.398,-2.532,1.131,0.14,-1,2.761,2.426,-1.062,0.14,1,-0.361,-0.268,-0.252,0.14,-1,-0.186,0.086,0.232,0.14,-1,-4.21,-3.608,2.142,0.002,0,-15.258,-14.288,7.31,0.066,0
10,-4.866,-3.203,-5.058,0.14,-1,3.618,2.251,4.174,0.14,-1,11.422,7.388,13.369,0.14,1,3.376,2.425,4.827,0.14,1,-0.361,-0.236,-0.432,0.14,-1,-0.293,-0.257,-0.407,0.14,1,-8.562,-6.018,-10.168,0.054,0,-2.98,-1.957,-3.605,0,0,-1.126,-0.638,-1.276,0.001,0,1.19,0.851,1.417,0,0
10,1.281,3.123,-4.439,0.14,-1,-8.607,-23.568,33.796,0.139,1,-0.535,-1.19,1.828,0.14,-1,-0.305,-0.959,1.441,0.14,1,0.067,0.299,-0.409,0.14,1,1.057,3.304,-5.479,0.14,-1,2.345,7.363,-10.647,0.14,1,0.971,2.251,-3.197,0,0,0.86,2.255,-3.286,0,0,-0.187,-0.624,0.74,0.063,0
10,-10.753,15.587,14.947,0.14,-1,-7.711,10.654,10.915,0.14,-1,8.315,-11.428,-10.668,0.14,-1,2.636,-3.998,-3.787,0.14,1,-1.839,2.904,2.827,0.14,1,6.753,-9.959,-9.961,0.14,1,-0.781,0.692,1.055,0,0,0.334,-0.578,-0.486,0.013,0,0.497,-0.814,-0.87,0,0,-1.825,1.891,1.465,0,0
10,-1.269,-3.282,-0.421,0.14,1,0.833,0.573,0.255,0.14,-1,-2.232,-5.539,-0.73,0.14,-1,-12.708,-31.441,-5.545,0.14,1,-0.828,-0.363,-0.864,0.14,1,0.688,2.152,-0.102,0.14,1,0.598,0.582,0.147,0.14,-1,-0.368,-0.813,-0.129,0,0,2.472,6.215,1.145,0.037,0,8.067,19.939,4.65,0.064,0
10,3.816,-2.816,-2.269,0.14,-1,-9.543,5.521,4.481,0.14,-1,-0.763,0.41,0.428,0.14,1,-8.071,4.942,4.656,0.14,-1,1.84,-1.11,-0.947,0.14,1,0.73,-0.446,-0.409,0.14,1,-6.872,4.003,3.48,0,0,-0.676,0.452,0.388,0,0,0.598,-0.476,-0.338,0,0,-1.827,1.389,1.054,0.461,0
10,0.191,0.079,-0.086,0.14,-1,3.869,3.476,2.886,0.14,-1,1.124,0.942,0.374,0.14,1,0.569,0.747,0.579,0.14,1,-2.318,-2.348,-1.641,0.14,1,9.923,8.567,6.755,0.14,-1,0.622,0.482,0.204,0.14,1,7.09,6.715,5.594,0.14,1,1.228,1.453,0.715,0.14,-1,0.67,0.371,0.452,0.054,0
10,4.22,18.267,18.25,0.14,-1,0.698,3.673,3.628,0.14,1,-0.902,-5.364,-5.564,0.14,-1,-2.721,-18.576,-20.804,0.139,1,0.385,1.482,1.555,0.14,1,-0.46,-2.676,-2.125,0.14,-1,-0.48,-1.74,-1.851,0.14,1,-0.032,-0.544,-0.402,0.14,-1,-0.384,1,0.98,0,0,-0.395,-0.564,-0.703,0,0
10,10.777,-16.989,-17.982,0.139,1,4.724,-6.181,-6.854,0.14,-1,-1.857,1.889,2.354,0.14,1,-7.53,7.6,11.336,0.14,-1,0.315,-0.537,-0.082,0.14,1,0.638,-1.284,-1.264,0.02,0,0.731,-1.161,-1.1,0.019,0,-4.447,4.226,6.875,0,0,-1.149,0.987,2.178,0,0,-1.66,9.245,1.317,0.044,0
10,11.926,-5.08,11.08,0.14,-1,1.323,-0.469,1.267,0.14,1,2.651,-1.121,2.77,0.14,-1,-4.211,2.307,-3.839,0.14,1,2.066,-0.915,1.956,0.14,1,0.629,-0.307,0.61,0,0,-1.19,0.529,-1.172,0,0,-1.521,0.532,-1.565,0,0,0.868,-0.05,0.728,0.015,0,1.68,-0.786,1.526,0,0
10,10.653,11.187,13.646,0.139,1,-0.162,0.021,0.006,0.14,1,-3.648,-3.414,-4.664,0.14,1,3.517,2.611,4.825,0.14,-1,-18.399,-15.445,-21.604,0.14,-1,1.192,0.722,1.146,0.14,1,-0.758,-1.088,-0.962,0.14,-1,-0.469,-1.238,-1.812,0.14,-1,4.168,3.46,5.21,0.14,-1,-0.425,-0.727,-0.924,0,0
10,10.246,6.064,0.222,0.14,-1,14.624,8.223,0.71,0.14,-1,-25.846,-14.01,-1.378,0.14,-1,2.348,0.994,0.148,0.14,1,-11.312,-5.941,-0.685,0.139,1,-4.461,-2.717,-0.246,0.14,1,1.498,0.851,0.15,0.019,0,0.921,0.472,-0.034,0.014,0,0.787,-0.026,0.462,0,0,1.4,0.326,0.617,0,0
10,-3.815,5.904,-8.986,0.14,1,3.947,-7.461,11.217,0.14,1,-1.679,2.886,-4.48,0.14,-1,3.488,-6.619,11.102,0.139,-1,-0.272,0.471,-0.735,0.14,1,-4.69,8.332,-13.081,0,0,0.186,-0.629,1.298,0,0,0.009,-0.794,0.669,0,0,0.362,-0.144,0.865,0,0,0.393,1.193,-1.924,0,0
10,1.606,-3.242,3.414,0.14,1,2.85,-3.875,3.803,0.14,1,-1.713,3.04,-3.775,0.14,-1,-3.295,4.876,-5.262,0.14,1,6.47,-10.493,11.28,0.14,-1,-12.439,19.74,-21.11,0.139,1,0.865,-1.409,1.669,0.14,1,0.521,-0.421,0.578,0,0,4.751,-6.9,8.034,0.048,0,0.852,-1.511,1.624,0,0
10,-3.944,9.572,1.227,0.14,-1,-1.235,3.336,0.364,0.14,-1,6.676,-14.916,-3.575,0.14,1,1.141,-2.569,-0.787,0.14,1,-0.448,-1.465,0.85,0.14,-1,-1.348,-4.849,2.807,0.14,1,2.351,-4.133,-1.327,0.14,-1,-0.921,3.178,0.439,0.14,1,-4.873,13.73,1.963,0.054,0,1.995,-2.153,-0.279,0,0
10,-3.562,1.226,-3.301,0.14,-1,6.924,-2.243,5.971,0.14,1,-0.978,0.253,-1.034,0.14,1,0.306,-0.125,0.286,0.14,-1,-12.859,3.44,-12.102,0.14,-1,2.402,-0.652,2.152,0.14,1,-7.891,2.479,-7.004,0.14,-1,-3.062,1.01,-2.676,0,0,-0.573,0.247,-0.55,0,0,19.23,-5.344,17.634,0,0
10,-2.456,-17.527,-5.879,0.14,1,-0.827,-8.057,-1.891,0.14,1,-0.514,-3.789,-0.824,0.14,-1,-0.503,-4.647,-1.287,0.14,-1,0.031,-1.643,-0.64,0.14,1,-0.593,-2.47,-0.685,0.14,-1,0.368,3.34,0.871,0.14,1,-0.031,-1.215,-0.319,0.14,1,3.598,37.539,11.682,0,0,0.052,-1.348,-0.402,0,0
10,2.135,1.514,0.309,0.14,1,-35.513,-16.44,-7.637,0.138,1,2.666,1.003,0.443,0.14,1,1.815,0.836,0.352,0.14,-1,1.491,0.832,0.568,0.14,-1,-4.066,-1.909,-1.097,0.14,-1,-0.595,0.18,-0.349,0.14,-1,0.01,-0.509,0.21,0.14,1,20.666,9.731,4.395,0.14,-1,7.741,2.447,2.489,0.041,0
10,-34.256,-13.399,-21.608,0.14,-1,3.507,0.748,1.58,0.14,1,5.906,2.337,3.532,0.14,-1,2.965,1.371,2.285,0.14,-1,12.311,6.04,8.761,0.14,1,-0.853,-0.158,-0.575,0.14,1,0.988,0.457,0.525,0,0,0.912,0.459,0.37,0,0,-0.842,-0.552,0.082,0.014,0,-1.8,-1.162,-1.309,0.022,0
10,0.798,-0.912,1.435,0.14,1,5.216,-8.628,12.655,0.139,-1,0.577,-1.552,1.672,0.14,1,1.464,-3.286,4.872,0.14,-1,0.585,-0.921,0.914,0.14,-1,2.341,-3.335,5.095,0,0,0.319,-0.57,0.828,0,0,-11.956,20.83,-28.114,0.017,0,-0.27,0.538,-0.719,0,0,-0.186,-0.435,1.97,0.02,0
10,5.126,5.099,2.65,0.14,1,-1.588,-1.593,2.157,0.14,1,-1.021,-1.968,1.279,0.14,-1,-0.616,-0.37,0.435,0.14,1,1.655,1.678,1.079,0.14,-1,1.92,3.325,1.775,0.14,1,-1.659,-1.46,1.615,0.14,-1,-0.194,0.63,0.257,0.14,-1,-3.224,-3.95,4.372,0.14,-1,-1.024,-1.453,1.54,0,0
10,9.077,0.43,7.172,0.14,-1,3.375,0.167,2.753,0.14,-1,12.495,-0.284,9.622,0.14,1,-0.902,-0.083,-0.736,0.14,1,-1.827,0.122,-1.48,0.14,-1,-4.354,0.044,-3.512,0.14,1,0.774,-0.071,0.609,0.014,0,-3.503,0.171,-2.835,0.002,0,-1.069,0.035,-0.907,0,0,0.877,-0.035,0.245,0.056,0
10,-1.027,-0.972,-0.324,0.14,-1,-9.902,-10.076,-2.848,0.14,-1,-3.971,-4.79,-1.424,0.14,1,24.486,26.82,7.773,0.14,1,0.866,1.002,0.159,0.14,1,-0.899,-1.077,-0.388,0,0,-9.486,-10.717,-2.875,0,0,1.043,1.099,0.287,0,0,5.901,5.83,1.689,0.378,0,-2.433,-2.085,-0.287,0.001,0
10,1.754,-0.097,0.883,0.14,1,-5.556,0.5,-2.585,0.14,1,9.987,-1.437,5.059,0.14,-1,2.503,-0.211,1.28,0.14,-1,12.921,-2.282,7.457,0.14,1,7.246,-1.134,3.627,0,0,-16.76,2.289,-8.843,0,0,-3.132,0.594,-1.837,0,0,-1.674,0.202,-0.921,0,0,-5.23,1.088,-2.66,0,0
10,2.754,2.679,-2.515,0.14,1,4.862,5.926,-4.098,0.14,-1,-2.612,-2.519,2.074,0.14,1,10.502,12.827,-10.038,0.14,1,1.371,1.232,-0.768,0.14,-1,-10.147,-12.01,9.004,0,0,-3.266,-4.021,2.715,0.034,0,-2.042,-2.532,1.938,0.001,0,-2.984,-3.756,2.639,0.033,0,2.779,1.444,-1.699,0.027,0
10,-14.276,8.423,-19.072,0.14,1,-4.459,2.357,-6.11,0.14,-1,3.999,-2.687,5.64,0.14,-1,4.813,-2.97,6.61,0.14,1,-1.036,0.578,-1.611,0.14,-1,5.76,-3.463,7.826,0.14,1,-1.467,0.632,-1.888,0,0,1.284,-0.82,1.751,0,0,0.791,-0.377,1,0.071,0,-1.287,0.424,-1.806,0,0
10,2.099,-5.151,5.553,0.14,1,-2.756,4.525,-5.354,0.14,1,-5.629,10.103,-11.076,0.14,1,2.393,-3.888,3.405,0.14,-1,-1.258,2.534,-2.263,0.14,-1,-5.178,11.165,-11.359,0.14,-1,10.351,-19.44,20.048,0.139,-1,0.103,0.141,0.444,0.14,1,-0.321,0.613,-0.675,0.014,0,-0.755,1.366,-1.546,0,0
10,-2.611,5.934,6.812,0.14,-1,-4.613,10.694,12.014,0.139,1,-0.859,1.773,1.902,0.14,1,3.128,-7.349,-8.897,0.14,1,-5.369,11.661,13.332,0.14,-1,-0.524,1.336,1.322,0.14,-1,-0.423,0.736,0.882,0,0,0.325,-0.533,-0.601,0,0,2.206,-4.01,-4.796,0.004,0,0.351,-0.657,-0.758,0.001,0
10,2.855,-2.323,1.16,0.14,1,-2.012,2.069,-0.785,0.14,1,-6.989,5.678,-2.993,0.14,-1,5.83,-4.96,2.121,0.14,-1,-5.771,4.523,-2.101,0.14,-1,3.898,-3.322,1.798,0.14,1,12.308,-9.487,4.204,0,0,1.913,-1.468,0.819,0,0,3.671,-3.049,1.538,0.032,0,1.534,-0.953,0.582,0.001,0
10,2.659,-1.986,-2.729,0.14,-1,-2.413,1.86,2.503,0.14,1,-10.774,9.041,10.538,0.14,-1,-0.244,0.088,0.08,0.14,-1,-0.496,0.54,0.596,0.14,1,-2.826,2.264,2.749,0.14,-1,1.904,-3.747,-2.415,0,0,-1.013,2.353,0.696,0,0,-0.469,0.685,0.26,0,0,-0.927,1.13,0.109,0.001,0
10,4.829,-8.015,4.709,0.14,-1,2.346,-3.729,2.213,0.14,1,-9.81,17.393,-9.539,0.139,1,5.259,-9.416,5.724,0.14,1,-4.848,7.935,-4.643,0.14,-1,-0.922,1.885,-0.97,0.14,-1,3.317,-5.263,3.081,0.003,0,-0.625,1.27,-0.83,0.001,0,-1.761,3.326,-1.972,0,0,-1.001,0.739,-0.616,0.017,0
10,1.234,0.204,1.226,0.14,1,10.871,1.487,11.622,0.14,-1,-5.972,-0.509,-6.383,0.14,-1,-0.878,-0.221,-0.966,0.14,1,-0.577,-0.198,-0.759,0.14,-1,7.706,0.409,8.132,0.14,1,8.637,1.467,8.922,0.05,0,-16.669,-2.197,-17.311,0.01,0,-2.743,-0.238,-2.806,0,0,-2.01,-0.264,-2.101,0,0
10,1.491,3.323,-1.034,0.14,1,0.874,3.379,-0.305,0.14,1,2.108,3.468,-0.314,0.14,-1,-0.49,-1.792,-2.144,0.14,-1,-0.321,-0.944,-1.444,0.14,-1,-0.921,-0.317,-1.43,0.14,-1,-0.097,-0.897,-1.338,0.14,1,0.32,-0.451,-0.82,0.14,1,-1.327,-2.681,-4.705,0.14,1,1.226,2.816,-0.879,0,0
10,24.768,-6.377,-16.993,0.14,-1,2.22,-0.535,-1.651,0.14,-1,-7.352,2.09,5.336,0.14,1,-4.622,1.014,2.762,0.14,-1,-8.805,1.88,6.665,0.14,1,2.406,-0.504,-1.789,0.14,1,-0.349,0.675,0.583,0,0,1.658,-0.009,-1.217,0,0,-1.468,0.084,0.883,0.001,0,-1.261,0.505,0.679,0.001,0
10,8.995,15.386,4.379,0.14,1,-3.302,-5.36,-1.705,0.14,1,-4.652,-8.52,-2.628,0.14,-1,-0.893,-1.184,-0.592,0.14,-1,-0.479,-1.169,-0.421,0.14,-1,-0.303,-0.575,-0.485,0.14,1,-1.597,-3.059,-0.851,0.001,0,-1.812,-3.201,-0.838,0.001,0,-0.801,-2.342,-0.19,0,0,3.214,4.384,1.412,0.034,0
10,0.243,-0.177,-0.098,0.14,1,14.638,-13.836,-6.035,0.14,-1,-3.142,3.068,1.268,0.14,1,-7.566,7.301,3.102,0.14,-1,-3.263,3.28,1.251,0.14,1,5.128,-4.907,-2.184,0.14,1,3.844,-3.673,-1.909,0.14,-1,2.903,-2.446,-0.983,0,0,-13.413,11.545,5.414,0.061,0,1.398,-1.235,-0.261,0.019,0
10,11.831,2.284,7.198,0.14,-1,-17.186,-4.099,-10.453,0.139,-1,7.817,1.669,4.208,0.14,-1,-6.664,-1.843,-3.943,0.14,1,1.47,0.34,0.799,0.14,1,-4.66,-1.154,-2.743,0.14,1,2.236,0.427,1.531,0.001,0,-7.137,-1.32,-4.441,0.004,0,-0.718,-0.162,-0.487,0,0,3.312,0.628,1.764,0.001,0
10,-4.449,-32.755,10.667,0.139,-1,-12.581,26.692,-19.861,0.14,1,5.685,2.086,2.504,0.14,-1,0.679,0.252,0.276,0.14,1,0.662,0.202,0.354,0.14,1,0.257,0.219,0.429,0.14,1,1.41,0.438,0.695,0.14,-1,0.82,0.13,0.981,0.14,-1,1.106,0.312,0.618,0.14,1,1.786,0.906,1.184,0,0
10,0.042,12.943,-5.426,0.14,-1,0.364,-4.709,1.845,0.14,1,-0.14,-0.555,0.063,0.14,1,-0.012,-0.395,0.315,0.14,-1,-0.048,-0.768,0.445,0.14,1,0.158,-0.352,0.183,0.14,1,0.136,-0.786,0.357,0.14,-1,-0.089,-1.424,0.44,0,0,0.056,-1.213,0.457,0,0,-0.485,11.01,-4.556,0.049,0
10,-1.289,3.545,-3.878,0.14,-1,6.659,-21.701,23.96,0.138,1,0.825,-3.515,3.631,0.14,1,0.568,-2.233,2.303,0.14,-1,-2.24,8.082,-8.336,0.14,-1,-0.884,3.29,-3.719,0.14,1,-3.052,10.369,-10.923,0,0,-0.103,0.752,-0.785,0,0,-0.333,0.868,-1.059,0,0,-0.37,1.181,-1.598,0,0
10,2.233,8.118,2.502,0.14,1,0.03,0.474,0.067,0.14,1,-2.253,-8.024,-2.621,0.14,-1,5.171,21.071,7.653,0.14,-1,-4.098,-19.072,-6.532,0.14,-1,0.597,1.65,0.422,0,0,1.002,2.931,0.858,0.025,0,0.087,1.497,0.179,0.001,0,1.368,5.817,2.456,0.036,0,-0.519,-1.307,-0.027,0.001,0
10,-0.244,-0.118,-0.158,0.14,1,7.28,-17.215,5.662,0.14,1,-6.784,14.94,-5.678,0.14,1,-0.333,0.258,0.266,0.14,-1,5.29,-11.664,4.632,0.14,-1,-0.1,0.255,-0.061,0.14,-1,4.64,-11.444,3.283,0.14,-1,-0.902,2.247,-0.861,0.023,0,-1.286,2.64,-0.864,0,0,-0.524,1.234,-0.444,0.017,0
10,-0.745,-5.328,0.297,0.14,-1,-1.006,-5.868,0.514,0.14,-1,0.28,2.699,-0.028,0.14,1,-0.772,-5.139,0.741,0.14,1,1.886,11.637,-1.296,0.139,-1,-1.531,-10.324,1.274,0,0,-0.533,-4.81,0.612,0,0,-0.852,-9.317,1.035,0,0,-0.426,-3.443,0.338,0,0,3.316,15.937,-1.021,0.057,0
10,-3.795,2.861,2.504,0.14,1,4.982,-4.014,-3.046,0.14,-1,2.221,-1.733,-1.343,0.14,1,2.309,-1.845,-1.707,0.14,-1,-0.791,0.562,0.529,0.14,1,-20.547,15.123,12.61,0.01,0,-2.075,1.645,1.494,0,0,1.043,-0.708,-0.583,0,0,8.904,-6.945,-5.348,0,0,-0.959,0.572,0.552,0,0
10,-18.916,0.969,3.552,0.14,1,-1.873,0.073,0.45,0.14,1,32.127,-3.259,-5.571,0.14,1,-2.171,-0.037,0.41,0.14,-1,5.338,0.024,-0.442,0.14,-1,0.643,0.448,-0.432,0.14,1,-1.179,-0.072,0.124,0.14,-1,-19.047,1.569,2.688,0,0,-2.292,0.12,0.396,0.001,0,-0.795,0.217,0.116,0,0
10,1.293,1.035,1.231,0.14,-1,3.801,4.289,4.423,0.14,1,4.086,4.256,4.551,0.14,-1,-3.551,-3.401,-2.986,0.14,-1,-1.868,-2.542,-1.243,0.14,1,0.55,0.62,0.637,0.14,1,-0.972,-0.943,-0.97,0.14,-1,6.077,6.126,6.637,0.14,1,-2.953,-2.798,-2.128,0.14,-1,3.119,3.342,3.396,0,0
10,-12.253,15.974,-13.031,0.14,1,2.641,-3.851,2.931,0.14,1,-6.975,9.191,-8.147,0.14,-1,6.51,-8.234,7.619,0.14,-1,5.465,-7.297,6.02,0.14,-1,-0.975,1.35,-0.902,0.14,1,0.75,-1.152,0.877,0.14,1,0.436,-0.832,0.572,0.001,0,2.492,-3.213,2.781,0.002,0,1.984,-2.676,2.133,0,0
10,15.544,-15.124,-0.33,0.139,1,0.214,-0.15,-0.017,0.14,1,1.795,-1.669,-0.15,0.14,-1,-7.435,5.216,-0.398,0.14,-1,-10.482,10.299,-0.523,0.14,1,8.021,-7.979,0.224,0.14,-1,-11.611,11.839,0.375,0,0,-2.278,2.234,0.033,0,0,5.421,-3.908,0.968,0.003,0,1.377,-1.256,-0.222,0,0
10,5.288,20.378,0.275,0.14,1,-0.971,-3.379,-0.046,0.14,-1,2.06,9.025,0.087,0.14,-1,2.397,8.499,-0.215,0.14,-1,-2.46,-10.576,-0.107,0.14,1,-0.375,-0.93,0.103,0.14,1,0.651,2.958,0.234,0,0,0.425,2.058,0.053,0.02,0,-1.864,-8.104,-0.076,0,0,-1.955,-7.671,-0.127,0,0
10,2.514,-16.247,-21.965,0.139,1,0.003,2.734,3.941,0.14,-1,0.144,-0.326,-0.28,0.14,1,0.363,-0.25,-0.261,0.14,-1,-0.583,-1.248,-1.348,0.14,1,-0.547,0.259,0.086,0.14,1,0.22,-2.167,-2.963,0.14,1,1.172,-5.448,-8.137,0.14,-1,-1.07,17.163,23.282,0.738,0,0.285,-0.578,-1.016,0,0
10,4.811,-6.012,-1.209,0.14,-1,-7.764,8.889,1.874,0.139,1,-1.465,1.64,0.565,0.14,-1,2.622,-2.762,-0.545,0.14,1,-4.011,4.94,1.133,0.14,1,-3.659,4.518,1.041,0.14,-1,2.593,-2.89,-0.556,0.14,-1,2.673,-2.766,-0.591,0,0,-10.296,15.094,3.873,0.06,0,0.784,-0.697,-0.134,0.048,0
10,-2.453,5.981,-3.388,0.14,-1,-0.34,0.96,-0.462,0.14,-1,-5.432,12.02,-5.969,0.14,1,-3.31,8.354,-4.52,0.14,-1,5.936,-13.229,8.206,0.14,1,-0.542,0.963,-0.603,0.14,1,-0.726,1.612,-0.855,0,0,-0.549,1.091,-0.547,0.001,0,-1.611,3.421,-3.647,0,0,-0.463,1.736,-1.1,0.001,0
10,4.581,-17.52,22.86,0.14,-1,0.345,-1.2,1.663,0.14,1,-1.435,4.564,-6.395,0.14,1,-3.424,16.175,-22.287,0.139,-1,-1.271,3.617,-4.927,0.14,1,0.397,-1.947,2.82,0,0,0.258,-0.89,1.223,0,0,0.142,-0.549,0.748,0,0,0.629,-2.003,2.752,0,0,0.153,-0.533,0.658,0.013,0
10,0.048,0.217,-0.032,0.14,1,17.522,17.234,-5.624,0.14,1,4.202,4.213,-1.595,0.14,-1,-0.246,-0.517,0.104,0.14,-1,-21.357,-19.721,6.953,0.14,-1,-0.437,-0.293,0.105,0.14,-1,-4.678,-5.063,2.15,0.14,1,3.294,3.655,-1.251,0,0,3.646,3.893,-1.264,0,0,0.761,0.522,-0.054,0,0
10,-1.037,-2.038,-2.25,0.14,1,4.399,8.142,8.916,0.14,-1,-3.009,-6.442,-7.049,0.14,1,-0.703,-1.376,-1.266,0.14,1,-1.004,-1.598,-1.845,0.14,-1,0.289,0.415,0.366,0.14,1,4.833,8.266,9.36,0.14,-1,-0.587,-0.732,-0.922,0.14,-1,-1.876,-3.263,-3.874,0,0,0.916,1.473,1.347,0,0
10,6.146,-4.431,-8.92,0.14,1,7.303,-4.776,-9.487,0.14,-1,-6.139,4.794,8.211,0.14,-1,0.696,-0.735,-1.019,0.14,-1,0.22,-0.152,-0.266,0.14,1,0.721,-0.552,-0.99,0,0,2.575,-1.912,-3.749,0,0,1.018,-1.067,-0.542,0,0,0.462,-0.771,-0.566,0.001,0,1.045,-0.89,-1.361,0.096,0
10,-2.703,-3.921,-0.726,0.14,-1,3.497,5.395,1.186,0.14,-1,-9.868,-14.064,-2.986,0.139,1,-0.393,-0.648,-0.119,0.14,1,11.963,16.427,3.199,0.139,1,6.737,9.813,2.266,0.14,-1,-6.268,-9.142,-1.975,0,0,-1.236,-0.432,-0.146,0,0,0.539,2.312,0.287,0,0,-3.569,-3.612,-0.779,0,0
10,8.238,10.169,1.466,0.139,1,-6.827,-9.13,-1.187,0.14,1,3.248,4.011,0.239,0.14,-1,0.338,0.684,0.085,0.14,1,0.347,0.527,0.343,0.14,-1,0.983,1.083,0.157,0.001,0,0.763,0.855,0.153,0,0,-6.238,-9.01,-0.68,0,0,-2.325,-3.555,-0.273,0,0,0.804,0.98,-0.221,0,0
10,-7.629,9.632,-9.237,0.14,1,7.966,-10.208,8.778,0.14,-1,-2.269,2.954,-2.562,0.14,-1,4.541,-5.491,5.238,0.14,1,-1.417,1.582,-1.35,0.14,-1,8.315,-10.442,8.819,0.14,1,-2.953,4.07,-3.261,0,0,-0.476,0.697,-0.665,0,0,-1.121,0.789,-0.957,0,0,0.381,-0.6,0.494,0,0
